filename,author_dot,author_lc,author_len,author_mismatch,author_num,author_oth,author_uc,box_nonother_types,box_other_only,company_mismatch,count_acroform,count_acroform_obs,count_action,count_action_obs,count_box_a4,count_box_legal,count_box_letter,count_box_other,count_box_overlap,count_endobj,count_endstream,count_eof,count_font,count_font_obs,count_image_large,count_image_med,count_image_small,count_image_total,count_image_xlarge,count_image_xsmall,count_javascript,count_javascript_obs,count_js,count_js_obs,count_obj,count_objstm,count_objstm_obs,count_page,count_page_obs,count_startxref,count_stream,count_stream_diff,count_trailer,count_xref,createdate_dot,createdate_mismatch,createdate_ts,createdate_tz,createdate_version_ratio,creator_dot,creator_lc,creator_len,creator_mismatch,creator_num,creator_oth,creator_uc,delta_ts,delta_tz,image_mismatch,image_totalpx,keywords_dot,keywords_lc,keywords_len,keywords_mismatch,keywords_num,keywords_oth,keywords_uc,len_obj_avg,len_obj_max,len_obj_min,len_stream_avg,len_stream_max,len_stream_min,moddate_dot,moddate_mismatch,moddate_ts,moddate_tz,moddate_version_ratio,pdfid0_dot,pdfid0_lc,pdfid0_len,pdfid0_mismatch,pdfid0_num,pdfid0_oth,pdfid0_uc,pdfid1_dot,pdfid1_lc,pdfid1_len,pdfid1_mismatch,pdfid1_num,pdfid1_oth,pdfid1_uc,pdfid_mismatch,pos_acroform_avg,pos_acroform_max,pos_acroform_min,pos_box_avg,pos_box_max,pos_box_min,pos_eof_avg,pos_eof_max,pos_eof_min,pos_image_avg,pos_image_max,pos_image_min,pos_page_avg,pos_page_max,pos_page_min,producer_dot,producer_lc,producer_len,producer_mismatch,producer_num,producer_oth,producer_uc,ratio_imagepx_size,ratio_size_obj,ratio_size_page,ratio_size_stream,size,subject_dot,subject_lc,subject_len,subject_mismatch,subject_num,subject_oth,subject_uc,title_dot,title_lc,title_len,title_mismatch,title_num,title_oth,title_uc,version
48cagreement.pdf,0,63wdb,5,False,2,0,3,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,False,D:20110711111059-05'00',False,0,1,acrobat pdfmaker 8.1 for word,29,False,2,5,6,609968,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20110718123707-04'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,acrobat distiller 8.2.2 (windows),33,False,3,7,3,0,0,0,0,50602,0,,0,False,0,0,0,0,agreement,9,False,0,0,9,4
74fr52507.pdf,0,,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,False,D:20091010044413Z,True,0,2,"federal digital system, u. s. government printing office",56,False,0,10,8,-14288,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20091010004605-04'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,itext 2.1.4 (by lowagie.com),28,False,3,8,1,0,0,0,0,181671,0,,0,False,0,0,0,0,,0,False,0,0,0,6
082802f.pdf,0,office of chief counsel,23,False,0,3,3,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,False,D:20090303114948-05'00',False,0,3,pscript5.dll version 5.2.2,26,False,4,5,3,15363,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20090303160551-05'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,acrobat distiller 7.0.5 (windows),33,False,3,7,3,0,0,0,0,40277,3,relief under i.r.c. section 1341 for payments made to settle qui tam (“whistleblower”) lawsuits,95,False,4,20,11,0,fca 20082802f,13,False,8,1,4,4
95pfctar.pdf,0,jnw,3,False,0,0,3,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,False,D:19990303081724,False,0,1,adobe pagemaker 6.5,19,False,2,3,3,0,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,Unknown,False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,acrobat pdfwriter 3.03 for windows nt,37,False,3,6,8,0,0,0,0,357814,0,,0,False,0,0,0,0,c:win98-99articlesfoundation,28,False,4,2,4,4
09sumbulcoftc.pdf,0,,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,False,D:20090902170512-04'00',False,0,1,adobe indesign cs4 (6.0),24,False,3,6,5,31,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20090902170543-04'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,adobe pdf library 9.0,21,False,2,4,5,0,0,0,0,406000,0,,0,False,0,0,0,0,,0,False,0,0,0,7
09rplatereturnsps.pdf,0,,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,False,D:20110421100802-04'00',False,0,2,adobe indesign cs4 (6.0.3),26,False,4,7,5,1,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20110421100803-04'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,adobe pdf library 9.0,21,False,2,4,5,0,0,0,0,387014,0,,0,False,0,0,0,0,,0,False,0,0,0,3
149519-03.pdf,0,,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,False,D:20041124143148-05'00',False,0,1,acrobat pdfmaker 5.0 for word,29,False,2,5,6,29,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20041124143217-05'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,acrobat distiller 5.0.5 (windows),33,False,3,7,3,0,0,0,0,310765,0,,0,False,0,0,0,0,[4830-01-p],11,False,6,4,0,3
67fr69134.pdf,2,u.s. copyright office,21,False,0,4,4,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,False,D:20021115064557Z,True,0,0,,0,False,0,0,0,99558442,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20060110135319-05'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,acrobat distiller 4.0 for windows,33,False,2,5,3,0,0,0,0,53506,0,notice of termination,21,False,0,2,1,0,federal register notice,23,False,0,2,2,5
08rppsbryant.pdf,0,lbsmit00,8,False,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,False,D:20100315124702-04'00',False,0,3,pscript5.dll version 5.2.2,26,False,4,5,3,166204,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20100317105706-04'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,acrobat distiller 9.3.0 (windows),33,False,3,7,3,0,0,0,0,135899,0,,0,False,0,0,0,1,bryant paper series 2008cs4.indd,32,False,5,4,3,6
74fr9293.pdf,2,u.s. government printing office,31,False,0,5,5,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,False,D:20090303102926,False,0,2,acomp.exe   winver 2.0  nov 24 2008,35,False,8,10,8,0,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20090303102926,False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,acrobat distiller 7.0.5 (windows),33,False,3,7,3,0,0,0,0,116855,0,extracted pages,15,False,0,1,2,0,document,8,False,0,0,1,2
77fr18705.pdf,0,,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,False,D:20120328065102Z,True,0,2,"federal digital system, u. s. government printing office",56,False,0,10,8,-14381,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20120328025121-04'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,itext 2.1.4 (by lowagie.com),28,False,3,8,1,0,0,0,0,251792,0,,0,False,0,0,0,0,,0,False,0,0,0,3
65fr77393.pdf,2,u.s. government printing office,31,False,0,5,5,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,False,D:20001211060843,False,0,1,acomp.exe v010   11-may-2000,28,False,9,7,9,7815,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20001211081858-05'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,acrobat distiller 3.01 for windows,34,False,3,5,3,0,0,0,0,126952,0,extracted pages,15,False,0,1,2,0,document,8,False,0,0,1,6
76fr11816.pdf,2,u.s. copyright office,21,False,0,4,4,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,False,D:20110303114249-05'00',False,0,2,"federal digital system, u. s. government printing office",56,False,0,10,8,14003,False,False,0,0,section 302  notice of inquiry,30,False,3,5,3,0,0,0,0,0,0,0,False,D:20110303153612-05'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,acrobat distiller 8.2.6 (windows),33,False,3,7,3,0,0,0,0,88630,0,"section 302, notice of inquiry",30,False,3,5,3,0,"section 302, notice of inquiry",30,False,3,5,3,0
083hendrix_ala.pdf,2,u.s. copyright office,21,False,0,4,4,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,False,D:00000101000000Z,True,0,0,microsoft word ,15,False,0,2,2,0,False,False,0,0,"copyright, anticircumvention, 1201",34,False,4,4,0,0,0,0,0,0,0,0,False,D:20020429125252-04'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,acrobat pdfwriter 3.0 for windows,33,False,2,5,6,0,0,0,0,18113,0,reply comments on exemption to prohibition on circumvention measures,68,False,0,8,6,0,reply comments on exemption to prohibition on circumvention measures,68,False,0,8,6,5
043101f.pdf,0,,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,False,D:20040721140451-04'00',False,0,2,adobeps5.dll version 5.2,24,False,3,4,4,0,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20040721140451-04'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,acrobat distiller 5.0.5 (windows),33,False,3,7,3,0,0,0,0,26280,0,,0,False,0,0,0,1,microsoft word - postu110020-04_nogray_.doc,43,False,8,8,7,3
68fr13652.pdf,2,u.s. copyright office,21,False,0,4,4,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,False,D:20030320005728Z,True,0,0,,0,False,0,0,0,36633,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20030320110801-05'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,acrobat distiller 4.0 for windows,33,False,2,5,3,0,0,0,0,74703,0,,0,False,0,0,0,0,federal register notice of hearing,34,False,0,4,4,6
76fr5213.pdf,0,,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,False,D:20110128045943Z,True,0,2,"federal digital system, u. s. government printing office",56,False,0,10,8,-17993,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20110127235950-05'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,itext 2.1.4 (by lowagie.com),28,False,3,8,1,0,0,0,0,180816,0,,0,False,0,0,0,0,,0,False,0,0,0,4
2848_8821_phoneforum_presentation.pdf,0,270bb,5,False,3,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,False,D:20110223105730-05'00',False,0,1,acrobat pdfmaker 8.1 for powerpoint,35,False,2,5,7,226,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20110223110116-05'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,acrobat distiller 8.2.3 (windows),33,False,3,7,3,0,0,0,0,353666,0,,0,False,0,0,0,0,preparation of forms 2848 & 8821 and their uses,47,False,8,9,4,6
69fr689.pdf,2,u.s. government printing office,31,False,0,5,5,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,False,D:20040106053708,False,0,0,,0,False,0,0,0,0,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20040106053708,False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,acrobat distiller 4.0 for windows,33,False,2,5,3,0,0,0,0,39505,0,extracted pages,15,False,0,1,2,0,document,8,False,0,0,1,3
92appg.pdf,0,,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,False,D:20110928164022-04'00',False,0,2,adobe indesign cs5 (7.0.3),26,False,4,7,5,8,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20110928164030-04'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,adobe pdf library 9.9,21,False,2,4,5,0,0,0,0,80146,0,,0,False,0,0,0,0,,0,False,0,0,0,6
76fr32316.pdf,0,,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,False,D:20110604060427Z,True,0,2,"federal digital system, u. s. government printing office",56,False,0,10,8,-14348,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20110604020519-04'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,itext 2.1.4 (by lowagie.com),28,False,3,8,1,0,0,0,0,203272,0,,0,False,0,0,0,0,,0,False,0,0,0,3
20032901f.pdf,0,,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,False,D:20030707090650-04'00',False,0,2,adobeps5.dll version 5.2,24,False,3,4,4,0,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20030707090650-04'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,acrobat distiller 5.0 (windows),31,False,2,6,3,0,0,0,0,36525,0,,0,False,0,0,0,0,20032901f,9,False,8,0,1,2
075201f.pdf,0,office of chief counsel,23,False,0,3,3,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,False,D:20071221111414-05'00',False,0,3,pscript5.dll version 5.2.2,26,False,4,5,3,593777,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20071228081031-05'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,acrobat distiller 7.0.5 (windows),33,False,3,7,3,0,0,0,0,245401,0,taxation of license agreement,29,False,0,3,3,0,fca 20075201f,13,False,8,1,4,6
12-0039.pdf,0,,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,D:20120629132301-04'00',False,0,3,pscript5.dll version 5.2.2,26,False,4,5,3,42,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20120629132343-04'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,acrobat distiller 9.5.1 (windows),33,False,3,7,3,0,0,0,0,17972,0,,0,False,0,0,0,0,,0,False,0,0,0,3
2012_sdc_agenda_final.pdf,0,ws3bb,5,False,1,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,D:20120620165927-04'00',False,0,1,acrobat pdfmaker 8.1 for word,29,False,2,5,6,6,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,D:20120620165933-04'00',False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,acrobat distiller 8.3.0 (windows),33,False,3,7,3,0,0,0,0,34370,0,,0,False,0,0,0,0,day 1,5,False,1,1,1,4
20101215-S-Mayrent.pdf,0,sherry mayrent,14,False,0,1,2,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,False,D:20101215095346-05'00',False,0,0,writer,6,False,0,0,1,0,False,False,0,0,,0,False,0,0,0,0,0,0,0,0,0,0,False,Unknown,False,0,0,,0,False,0,0,0,0,,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,openoffice.org 3.2,18,False,2,3,2,0,0,0,0,76338,0,,0,False,0,0,0,1,word_template.rtf,17,False,0,2,2,6
